applicant_id,predicted_prob_default,credit_score,score_band,recommended_action
5203,0.1011,550,Very High Risk,Decline
5204,0.2268,523,Very High Risk,Decline
5205,0.1856,530,Very High Risk,Decline
5206,0.116,546,Very High Risk,Decline
5207,0.348,505,Very High Risk,Decline
5208,0.0803,557,Very High Risk,Decline
5209,0.8076,446,Very High Risk,Decline
5210,0.5507,481,Very High Risk,Decline
5211,0.2859,514,Very High Risk,Decline
5212,0.9747,382,Very High Risk,Decline
5213,0.0827,557,Very High Risk,Decline
5214,0.7098,461,Very High Risk,Decline
5215,0.3219,509,Very High Risk,Decline
5216,0.3138,510,Very High Risk,Decline
5217,0.8719,432,Very High Risk,Decline
5218,0.4766,490,Very High Risk,Decline
5219,0.157,536,Very High Risk,Decline
5220,0.3623,503,Very High Risk,Decline
5221,0.2871,513,Very High Risk,Decline
5222,0.2239,523,Very High Risk,Decline
5223,0.966,391,Very High Risk,Decline
5224,0.283,514,Very High Risk,Decline
5225,0.9339,411,Very High Risk,Decline
5226,0.3493,505,Very High Risk,Decline
5227,0.0458,575,Very High Risk,Decline
5228,0.0328,585,High Risk,Decline
5229,0.513,486,Very High Risk,Decline
5230,0.0908,554,Very High Risk,Decline
5231,0.3941,500,Very High Risk,Decline
5232,0.452,493,Very High Risk,Decline
5233,0.2384,521,Very High Risk,Decline
5234,0.1794,531,Very High Risk,Decline
5235,0.1049,549,Very High Risk,Decline
5236,0.1607,535,Very High Risk,Decline
5237,0.3895,500,Very High Risk,Decline
5238,0.1481,538,Very High Risk,Decline
5239,0.2029,527,Very High Risk,Decline
5240,0.4021,499,Very High Risk,Decline
5241,0.1183,545,Very High Risk,Decline
5242,0.4802,489,Very High Risk,Decline
5243,0.2208,524,Very High Risk,Decline
5244,0.0693,562,Very High Risk,Decline
5245,0.0425,577,Very High Risk,Decline
5246,0.948,403,Very High Risk,Decline
5247,0.2638,517,Very High Risk,Decline
5248,0.1704,533,Very High Risk,Decline
5249,0.3361,507,Very High Risk,Decline
5250,0.2359,521,Very High Risk,Decline
5251,0.2271,522,Very High Risk,Decline
5252,0.1654,534,Very High Risk,Decline
5253,0.3269,508,Very High Risk,Decline
5254,0.1822,530,Very High Risk,Decline
5255,0.3779,502,Very High Risk,Decline
5256,0.312,510,Very High Risk,Decline
5257,0.0323,585,High Risk,Decline
5258,0.6769,466,Very High Risk,Decline
5259,0.1589,535,Very High Risk,Decline
5260,0.2179,524,Very High Risk,Decline
5261,0.381,501,Very High Risk,Decline
5262,0.5015,487,Very High Risk,Decline
5263,0.081,557,Very High Risk,Decline
5264,0.3203,509,Very High Risk,Decline
5265,0.2744,515,Very High Risk,Decline
5266,0.4488,493,Very High Risk,Decline
5267,0.3418,506,Very High Risk,Decline
5268,0.2989,512,Very High Risk,Decline
5269,0.1665,534,Very High Risk,Decline
5270,0.6063,475,Very High Risk,Decline
5271,0.2996,512,Very High Risk,Decline
5272,0.591,477,Very High Risk,Decline
5273,0.381,501,Very High Risk,Decline
5274,0.6786,466,Very High Risk,Decline
5275,0.4646,491,Very High Risk,Decline
5276,0.2807,514,Very High Risk,Decline
5277,0.0466,574,Very High Risk,Decline
5278,0.8346,440,Very High Risk,Decline
5279,0.1146,546,Very High Risk,Decline
5280,0.1172,545,Very High Risk,Decline
5281,0.0559,569,Very High Risk,Decline
5282,0.0688,562,Very High Risk,Decline
5283,0.6141,474,Very High Risk,Decline
5284,0.6017,475,Very High Risk,Decline
5285,0.3211,509,Very High Risk,Decline
5286,0.0483,573,Very High Risk,Decline
5287,0.1021,550,Very High Risk,Decline
5288,0.9556,399,Very High Risk,Decline
5289,0.5402,482,Very High Risk,Decline
5290,0.0901,554,Very High Risk,Decline
5291,0.2941,512,Very High Risk,Decline
5292,0.0344,583,High Risk,Decline
5293,0.674,466,Very High Risk,Decline
5294,0.1416,539,Very High Risk,Decline
5295,0.9147,419,Very High Risk,Decline
5296,0.8798,430,Very High Risk,Decline
5297,0.041,578,Very High Risk,Decline
5298,0.9231,415,Very High Risk,Decline
5299,0.1315,542,Very High Risk,Decline
5300,0.2571,518,Very High Risk,Decline
5301,0.3514,505,Very High Risk,Decline
5302,0.1696,533,Very High Risk,Decline
5303,0.6252,472,Very High Risk,Decline
5304,0.0485,573,Very High Risk,Decline
5305,0.0568,568,Very High Risk,Decline
5306,0.0459,575,Very High Risk,Decline
5307,0.0339,584,High Risk,Decline
5308,0.4003,499,Very High Risk,Decline
5309,0.8269,442,Very High Risk,Decline
5310,0.0543,570,Very High Risk,Decline
5311,0.2609,517,Very High Risk,Decline
5312,0.033,585,High Risk,Decline
5313,0.1641,534,Very High Risk,Decline
5314,0.1816,531,Very High Risk,Decline
5315,0.4443,494,Very High Risk,Decline
5316,0.0303,587,High Risk,Decline
5317,0.2046,526,Very High Risk,Decline
5318,0.1399,540,Very High Risk,Decline
5319,0.3499,505,Very High Risk,Decline
5320,0.7059,462,Very High Risk,Decline
5321,0.9546,399,Very High Risk,Decline
5322,0.2659,516,Very High Risk,Decline
5323,0.2273,522,Very High Risk,Decline
5324,0.9372,409,Very High Risk,Decline
5325,0.6054,475,Very High Risk,Decline
5326,0.1026,550,Very High Risk,Decline
5327,0.3357,507,Very High Risk,Decline
5328,0.052,571,Very High Risk,Decline
5329,0.0284,589,High Risk,Decline
5330,0.3994,499,Very High Risk,Decline
5331,0.1236,544,Very High Risk,Decline
5332,0.0856,555,Very High Risk,Decline
5333,0.569,479,Very High Risk,Decline
5334,0.126,543,Very High Risk,Decline
5335,0.1078,548,Very High Risk,Decline
5336,0.2508,519,Very High Risk,Decline
5337,0.1243,543,Very High Risk,Decline
5338,0.202,527,Very High Risk,Decline
5339,0.2771,515,Very High Risk,Decline
5340,0.1577,535,Very High Risk,Decline
5341,0.1217,544,Very High Risk,Decline
5342,0.3034,511,Very High Risk,Decline
5343,0.7633,453,Very High Risk,Decline
5344,0.0367,581,High Risk,Decline
5345,0.4623,491,Very High Risk,Decline
5346,0.3087,510,Very High Risk,Decline
5347,0.3477,505,Very High Risk,Decline
5348,0.1737,532,Very High Risk,Decline
5349,0.2534,518,Very High Risk,Decline
5350,0.1852,530,Very High Risk,Decline
5351,0.1291,542,Very High Risk,Decline
5352,0.4892,488,Very High Risk,Decline
5353,0.518,485,Very High Risk,Decline
5354,0.2747,515,Very High Risk,Decline
5355,0.4909,488,Very High Risk,Decline
5356,0.1744,532,Very High Risk,Decline
5357,0.2969,512,Very High Risk,Decline
5358,0.3148,510,Very High Risk,Decline
5359,0.2762,515,Very High Risk,Decline
5360,0.1856,530,Very High Risk,Decline
5361,0.2222,523,Very High Risk,Decline
5362,0.6222,473,Very High Risk,Decline
5363,0.4644,491,Very High Risk,Decline
5364,0.5652,480,Very High Risk,Decline
5365,0.3378,507,Very High Risk,Decline
5366,0.2823,514,Very High Risk,Decline
5367,0.9098,420,Very High Risk,Decline
5368,0.137,540,Very High Risk,Decline
5369,0.0922,553,Very High Risk,Decline
5370,0.1351,541,Very High Risk,Decline
5371,0.9278,413,Very High Risk,Decline
5372,0.0507,572,Very High Risk,Decline
5373,0.1303,542,Very High Risk,Decline
5374,0.3304,508,Very High Risk,Decline
5375,0.7782,451,Very High Risk,Decline
5376,0.2608,517,Very High Risk,Decline
5377,0.5304,484,Very High Risk,Decline
5378,0.0778,558,Very High Risk,Decline
5379,0.2642,517,Very High Risk,Decline
5380,0.0567,568,Very High Risk,Decline
5381,0.6416,470,Very High Risk,Decline
5382,0.452,493,Very High Risk,Decline
5383,0.3991,499,Very High Risk,Decline
5384,0.2013,527,Very High Risk,Decline
5385,0.9517,401,Very High Risk,Decline
5386,0.2116,525,Very High Risk,Decline
5387,0.1213,544,Very High Risk,Decline
5388,0.5506,481,Very High Risk,Decline
5389,0.2513,519,Very High Risk,Decline
5390,0.501,487,Very High Risk,Decline
5391,0.125,543,Very High Risk,Decline
5392,0.0496,572,Very High Risk,Decline
5393,0.1046,549,Very High Risk,Decline
5394,0.8964,425,Very High Risk,Decline
5395,0.6676,467,Very High Risk,Decline
5396,0.0444,576,Very High Risk,Decline
5397,0.1721,532,Very High Risk,Decline
5398,0.1982,527,Very High Risk,Decline
5399,0.1579,535,Very High Risk,Decline
5400,0.0347,583,High Risk,Decline
5401,0.4613,492,Very High Risk,Decline
5402,0.0498,572,Very High Risk,Decline
5403,0.6526,469,Very High Risk,Decline
5404,0.0416,578,Very High Risk,Decline
5405,0.7646,453,Very High Risk,Decline
5406,0.2744,515,Very High Risk,Decline
5407,0.5667,479,Very High Risk,Decline
5408,0.0555,569,Very High Risk,Decline
5409,0.1208,544,Very High Risk,Decline
5410,0.1295,542,Very High Risk,Decline
5411,0.0687,562,Very High Risk,Decline
5412,0.9057,422,Very High Risk,Decline
5413,0.4125,497,Very High Risk,Decline
5414,0.9115,420,Very High Risk,Decline
5415,0.1224,544,Very High Risk,Decline
5416,0.9637,392,Very High Risk,Decline
5417,0.0869,555,Very High Risk,Decline
5418,0.1565,536,Very High Risk,Decline
5419,0.1955,528,Very High Risk,Decline
5420,0.3168,509,Very High Risk,Decline
5421,0.2068,526,Very High Risk,Decline
5422,0.5844,477,Very High Risk,Decline
5423,0.519,485,Very High Risk,Decline
5424,0.1728,532,Very High Risk,Decline
5425,0.1297,542,Very High Risk,Decline
5426,0.2695,516,Very High Risk,Decline
5427,0.03,587,High Risk,Decline
5428,0.304,511,Very High Risk,Decline
5429,0.0303,587,High Risk,Decline
5430,0.0344,583,High Risk,Decline
5431,0.1635,534,Very High Risk,Decline
5432,0.2375,521,Very High Risk,Decline
5433,0.2783,515,Very High Risk,Decline
5434,0.2515,519,Very High Risk,Decline
5435,0.0658,564,Very High Risk,Decline
5436,0.4084,498,Very High Risk,Decline
5437,0.8185,444,Very High Risk,Decline
5438,0.0328,585,High Risk,Decline
5439,0.1916,529,Very High Risk,Decline
5440,0.0538,570,Very High Risk,Decline
5441,0.5101,486,Very High Risk,Decline
5442,0.3587,504,Very High Risk,Decline
5443,0.0432,576,Very High Risk,Decline
5444,0.1937,528,Very High Risk,Decline
5445,0.5774,478,Very High Risk,Decline
5446,0.8783,430,Very High Risk,Decline
5447,0.1771,531,Very High Risk,Decline
5448,0.0587,567,Very High Risk,Decline
5449,0.0692,562,Very High Risk,Decline
5450,0.1369,540,Very High Risk,Decline
5451,0.0687,562,Very High Risk,Decline
5452,0.587,477,Very High Risk,Decline
5453,0.2987,512,Very High Risk,Decline
5454,0.7978,448,Very High Risk,Decline
5455,0.8643,434,Very High Risk,Decline
5456,0.1005,550,Very High Risk,Decline
5457,0.6606,468,Very High Risk,Decline
5458,0.2229,523,Very High Risk,Decline
5459,0.7824,450,Very High Risk,Decline
5460,0.5771,478,Very High Risk,Decline
5461,0.1007,550,Very High Risk,Decline
5462,0.3907,500,Very High Risk,Decline
5463,0.4802,489,Very High Risk,Decline
5464,0.1747,532,Very High Risk,Decline
5465,0.2267,523,Very High Risk,Decline
5466,0.7895,449,Very High Risk,Decline
5467,0.3546,504,Very High Risk,Decline
5468,0.1176,545,Very High Risk,Decline
5469,0.3447,506,Very High Risk,Decline
5470,0.8482,437,Very High Risk,Decline
5471,0.108,548,Very High Risk,Decline
5472,0.378,501,Very High Risk,Decline
5473,0.1817,531,Very High Risk,Decline
5474,0.09,554,Very High Risk,Decline
5475,0.2094,525,Very High Risk,Decline
5476,0.3837,501,Very High Risk,Decline
5477,0.1443,538,Very High Risk,Decline
5478,0.8587,435,Very High Risk,Decline
5479,0.18,531,Very High Risk,Decline
5480,0.3065,511,Very High Risk,Decline
5481,0.4807,489,Very High Risk,Decline
5482,0.0725,561,Very High Risk,Decline
5483,0.5694,479,Very High Risk,Decline
5484,0.0441,576,Very High Risk,Decline
5485,0.0526,571,Very High Risk,Decline
5486,0.744,456,Very High Risk,Decline
5487,0.1077,548,Very High Risk,Decline
5488,0.3002,512,Very High Risk,Decline
5489,0.1412,539,Very High Risk,Decline
5490,0.0236,594,High Risk,Decline
5491,0.2303,522,Very High Risk,Decline
5492,0.2829,514,Very High Risk,Decline
5493,0.25,519,Very High Risk,Decline
5494,0.036,582,High Risk,Decline
5495,0.4208,496,Very High Risk,Decline
5496,0.4689,491,Very High Risk,Decline
5497,0.3978,499,Very High Risk,Decline
5498,0.1667,534,Very High Risk,Decline
5499,0.0459,575,Very High Risk,Decline
5500,0.9772,379,Very High Risk,Decline
5501,0.135,541,Very High Risk,Decline
5502,0.0356,582,High Risk,Decline
5503,0.0663,563,Very High Risk,Decline
5504,0.0874,555,Very High Risk,Decline
5505,0.0689,562,Very High Risk,Decline
5506,0.1841,530,Very High Risk,Decline
5507,0.0539,570,Very High Risk,Decline
5508,0.0511,571,Very High Risk,Decline
5509,0.3309,507,Very High Risk,Decline
5510,0.0474,574,Very High Risk,Decline
5511,0.1532,536,Very High Risk,Decline
5512,0.5201,485,Very High Risk,Decline
5513,0.3869,500,Very High Risk,Decline
5514,0.0918,553,Very High Risk,Decline
5515,0.0994,551,Very High Risk,Decline
5516,0.4391,494,Very High Risk,Decline
5517,0.2072,526,Very High Risk,Decline
5518,0.9487,403,Very High Risk,Decline
5519,0.1307,542,Very High Risk,Decline
5520,0.0382,580,High Risk,Decline
5521,0.9657,391,Very High Risk,Decline
5522,0.2135,525,Very High Risk,Decline
5523,0.2199,524,Very High Risk,Decline
5524,0.2842,514,Very High Risk,Decline
5525,0.0239,594,High Risk,Decline
5526,0.0924,553,Very High Risk,Decline
5527,0.0561,569,Very High Risk,Decline
5528,0.7301,458,Very High Risk,Decline
5529,0.1731,532,Very High Risk,Decline
5530,0.0499,572,Very High Risk,Decline
5531,0.1432,539,Very High Risk,Decline
5532,0.2925,513,Very High Risk,Decline
5533,0.9414,407,Very High Risk,Decline
5534,0.6473,470,Very High Risk,Decline
5535,0.2602,517,Very High Risk,Decline
5536,0.262,517,Very High Risk,Decline
5537,0.2534,518,Very High Risk,Decline
5538,0.8765,431,Very High Risk,Decline
5539,0.0581,568,Very High Risk,Decline
5540,0.3173,509,Very High Risk,Decline
5541,0.297,512,Very High Risk,Decline
5542,0.1117,547,Very High Risk,Decline
5543,0.3731,502,Very High Risk,Decline
5544,0.0508,572,Very High Risk,Decline
5545,0.159,535,Very High Risk,Decline
5546,0.4598,492,Very High Risk,Decline
5547,0.1265,543,Very High Risk,Decline
5548,0.1672,533,Very High Risk,Decline
5549,0.0425,577,Very High Risk,Decline
5550,0.3686,503,Very High Risk,Decline
5551,0.1853,530,Very High Risk,Decline
5552,0.023,595,High Risk,Decline
5553,0.8689,433,Very High Risk,Decline
5554,0.3547,504,Very High Risk,Decline
5555,0.8059,446,Very High Risk,Decline
5556,0.1555,536,Very High Risk,Decline
5557,0.2927,513,Very High Risk,Decline
5558,0.8375,440,Very High Risk,Decline
5559,0.096,552,Very High Risk,Decline
5560,0.1347,541,Very High Risk,Decline
5561,0.1349,541,Very High Risk,Decline
5562,0.4548,492,Very High Risk,Decline
5563,0.4157,497,Very High Risk,Decline
5564,0.0944,552,Very High Risk,Decline
5565,0.4406,494,Very High Risk,Decline
5566,0.7233,459,Very High Risk,Decline
5567,0.228,522,Very High Risk,Decline
5568,0.0331,584,High Risk,Decline
5569,0.0532,570,Very High Risk,Decline
5570,0.3024,511,Very High Risk,Decline
5571,0.0299,587,High Risk,Decline
5572,0.1265,543,Very High Risk,Decline
5573,0.739,457,Very High Risk,Decline
5574,0.2536,518,Very High Risk,Decline
5575,0.8683,433,Very High Risk,Decline
5576,0.9483,403,Very High Risk,Decline
5577,0.1759,532,Very High Risk,Decline
5578,0.1752,532,Very High Risk,Decline
5579,0.3529,505,Very High Risk,Decline
5580,0.1988,527,Very High Risk,Decline
5581,0.3049,511,Very High Risk,Decline
5582,0.2854,514,Very High Risk,Decline
5583,0.9019,423,Very High Risk,Decline
5584,0.8953,425,Very High Risk,Decline
5585,0.1738,532,Very High Risk,Decline
5586,0.359,504,Very High Risk,Decline
5587,0.1554,536,Very High Risk,Decline
5588,0.2566,518,Very High Risk,Decline
5589,0.3411,506,Very High Risk,Decline
5590,0.1335,541,Very High Risk,Decline
5591,0.5393,483,Very High Risk,Decline
5592,0.4563,492,Very High Risk,Decline
5593,0.9,424,Very High Risk,Decline
5594,0.1089,548,Very High Risk,Decline
5595,0.8942,426,Very High Risk,Decline
5596,0.3447,506,Very High Risk,Decline
5597,0.202,527,Very High Risk,Decline
5598,0.0572,568,Very High Risk,Decline
5599,0.3757,502,Very High Risk,Decline
5600,0.3525,505,Very High Risk,Decline
5601,0.1569,536,Very High Risk,Decline
5602,0.208,526,Very High Risk,Decline
5603,0.172,532,Very High Risk,Decline
5604,0.8285,442,Very High Risk,Decline
5605,0.0456,575,Very High Risk,Decline
5606,0.456,492,Very High Risk,Decline
5607,0.0358,582,High Risk,Decline
5608,0.2601,517,Very High Risk,Decline
5609,0.1249,543,Very High Risk,Decline
5610,0.1682,533,Very High Risk,Decline
5611,0.328,508,Very High Risk,Decline
5612,0.3364,507,Very High Risk,Decline
5613,0.6658,467,Very High Risk,Decline
5614,0.3863,500,Very High Risk,Decline
5615,0.2227,523,Very High Risk,Decline
5616,0.6252,472,Very High Risk,Decline
5617,0.9502,402,Very High Risk,Decline
5618,0.9311,412,Very High Risk,Decline
5619,0.9264,414,Very High Risk,Decline
5620,0.9579,397,Very High Risk,Decline
5621,0.319,509,Very High Risk,Decline
5622,0.0633,565,Very High Risk,Decline
5623,0.0366,581,High Risk,Decline
5624,0.1049,549,Very High Risk,Decline
5625,0.1547,536,Very High Risk,Decline
5626,0.1414,539,Very High Risk,Decline
5627,0.3837,501,Very High Risk,Decline
5628,0.2935,512,Very High Risk,Decline
5629,0.5555,481,Very High Risk,Decline
5630,0.9082,421,Very High Risk,Decline
5631,0.8101,445,Very High Risk,Decline
5632,0.1967,528,Very High Risk,Decline
5633,0.0877,555,Very High Risk,Decline
5634,0.9702,387,Very High Risk,Decline
5635,0.4822,489,Very High Risk,Decline
5636,0.9405,407,Very High Risk,Decline
5637,0.2826,514,Very High Risk,Decline
5638,0.1859,530,Very High Risk,Decline
5639,0.8588,435,Very High Risk,Decline
5640,0.6431,470,Very High Risk,Decline
5641,0.8639,434,Very High Risk,Decline
5642,0.1092,548,Very High Risk,Decline
5643,0.2503,519,Very High Risk,Decline
5644,0.4268,496,Very High Risk,Decline
5645,0.1457,538,Very High Risk,Decline
5646,0.4793,490,Very High Risk,Decline
5647,0.1272,543,Very High Risk,Decline
5648,0.1688,533,Very High Risk,Decline
5649,0.5125,486,Very High Risk,Decline
5650,0.39,500,Very High Risk,Decline
5651,0.1406,539,Very High Risk,Decline
5652,0.3049,511,Very High Risk,Decline
5653,0.041,578,Very High Risk,Decline
5654,0.3308,507,Very High Risk,Decline
5655,0.3846,501,Very High Risk,Decline
5656,0.7766,451,Very High Risk,Decline
5657,0.2256,523,Very High Risk,Decline
5658,0.0517,571,Very High Risk,Decline
5659,0.0846,556,Very High Risk,Decline
5660,0.0821,557,Very High Risk,Decline
5661,0.077,559,Very High Risk,Decline
5662,0.4586,492,Very High Risk,Decline
5663,0.5999,475,Very High Risk,Decline
5664,0.3594,504,Very High Risk,Decline
5665,0.289,513,Very High Risk,Decline
5666,0.3929,500,Very High Risk,Decline
5667,0.8169,444,Very High Risk,Decline
5668,0.3525,505,Very High Risk,Decline
5669,0.5513,481,Very High Risk,Decline
5670,0.2284,522,Very High Risk,Decline
5671,0.2871,513,Very High Risk,Decline
5672,0.0815,557,Very High Risk,Decline
5673,0.2983,512,Very High Risk,Decline
5674,0.0494,572,Very High Risk,Decline
5675,0.1639,534,Very High Risk,Decline
5676,0.896,425,Very High Risk,Decline
5677,0.2352,521,Very High Risk,Decline
5678,0.3268,508,Very High Risk,Decline
5679,0.1539,536,Very High Risk,Decline
5680,0.7987,447,Very High Risk,Decline
5681,0.1393,540,Very High Risk,Decline
5682,0.8521,437,Very High Risk,Decline
5683,0.3685,503,Very High Risk,Decline
5684,0.4734,490,Very High Risk,Decline
5685,0.2388,521,Very High Risk,Decline
5686,0.5354,483,Very High Risk,Decline
5687,0.1945,528,Very High Risk,Decline
5688,0.0484,573,Very High Risk,Decline
5689,0.3678,503,Very High Risk,Decline
5690,0.0963,552,Very High Risk,Decline
5691,0.168,533,Very High Risk,Decline
5692,0.222,523,Very High Risk,Decline
5693,0.2527,518,Very High Risk,Decline
5694,0.182,530,Very High Risk,Decline
5695,0.075,560,Very High Risk,Decline
5696,0.473,490,Very High Risk,Decline
5697,0.1581,535,Very High Risk,Decline
5698,0.8973,425,Very High Risk,Decline
5699,0.3451,506,Very High Risk,Decline
5700,0.352,505,Very High Risk,Decline
5701,0.0855,555,Very High Risk,Decline
5702,0.3013,511,Very High Risk,Decline
5703,0.0286,589,High Risk,Decline
5704,0.4342,495,Very High Risk,Decline
5705,0.3473,505,Very High Risk,Decline
5706,0.152,537,Very High Risk,Decline
5707,0.4874,489,Very High Risk,Decline
5708,0.3002,512,Very High Risk,Decline
5709,0.4935,488,Very High Risk,Decline
5710,0.2694,516,Very High Risk,Decline
5711,0.2952,512,Very High Risk,Decline
5712,0.3535,505,Very High Risk,Decline
5713,0.1516,537,Very High Risk,Decline
5714,0.118,545,Very High Risk,Decline
5715,0.2639,517,Very High Risk,Decline
5716,0.3112,510,Very High Risk,Decline
5717,0.0619,566,Very High Risk,Decline
5718,0.0472,574,Very High Risk,Decline
5719,0.6018,475,Very High Risk,Decline
5720,0.9141,419,Very High Risk,Decline
5721,0.0864,555,Very High Risk,Decline
5722,0.9496,402,Very High Risk,Decline
5723,0.4192,497,Very High Risk,Decline
5724,0.1056,549,Very High Risk,Decline
5725,0.2277,522,Very High Risk,Decline
5726,0.1751,532,Very High Risk,Decline
5727,0.5432,482,Very High Risk,Decline
5728,0.1543,536,Very High Risk,Decline
5729,0.1092,548,Very High Risk,Decline
5730,0.695,463,Very High Risk,Decline
5731,0.7818,450,Very High Risk,Decline
5732,0.0865,555,Very High Risk,Decline
5733,0.0768,559,Very High Risk,Decline
5734,0.0871,555,Very High Risk,Decline
5735,0.077,559,Very High Risk,Decline
5736,0.0928,553,Very High Risk,Decline
5737,0.525,484,Very High Risk,Decline
5738,0.7273,459,Very High Risk,Decline
5739,0.6252,472,Very High Risk,Decline
5740,0.8335,441,Very High Risk,Decline
5741,0.3504,505,Very High Risk,Decline
5742,0.1878,529,Very High Risk,Decline
5743,0.1351,541,Very High Risk,Decline
5744,0.4637,491,Very High Risk,Decline
5745,0.3179,509,Very High Risk,Decline
5746,0.2413,520,Very High Risk,Decline
5747,0.1798,531,Very High Risk,Decline
5748,0.1143,546,Very High Risk,Decline
5749,0.5375,483,Very High Risk,Decline
5750,0.1461,538,Very High Risk,Decline
5751,0.8426,439,Very High Risk,Decline
5752,0.5402,482,Very High Risk,Decline
5753,0.6837,465,Very High Risk,Decline
5754,0.3581,504,Very High Risk,Decline
5755,0.1634,534,Very High Risk,Decline
5756,0.3563,504,Very High Risk,Decline
5757,0.8738,431,Very High Risk,Decline
5758,0.4715,490,Very High Risk,Decline
5759,0.097,552,Very High Risk,Decline
5760,0.0974,551,Very High Risk,Decline
5761,0.1845,530,Very High Risk,Decline
5762,0.706,462,Very High Risk,Decline
5763,0.2739,515,Very High Risk,Decline
5764,0.4265,496,Very High Risk,Decline
5765,0.2862,513,Very High Risk,Decline
5766,0.3488,505,Very High Risk,Decline
5767,0.2967,512,Very High Risk,Decline
5768,0.7172,460,Very High Risk,Decline
5769,0.447,493,Very High Risk,Decline
5770,0.146,538,Very High Risk,Decline
5771,0.2496,519,Very High Risk,Decline
5772,0.4917,488,Very High Risk,Decline
5773,0.2014,527,Very High Risk,Decline
5774,0.8156,444,Very High Risk,Decline
5775,0.4103,498,Very High Risk,Decline
5776,0.0556,569,Very High Risk,Decline
5777,0.1749,532,Very High Risk,Decline
5778,0.1567,536,Very High Risk,Decline
5779,0.1329,541,Very High Risk,Decline
5780,0.0629,565,Very High Risk,Decline
5781,0.4028,498,Very High Risk,Decline
5782,0.8286,442,Very High Risk,Decline
5783,0.1372,540,Very High Risk,Decline
5784,0.1107,547,Very High Risk,Decline
5785,0.4601,492,Very High Risk,Decline
5786,0.1242,543,Very High Risk,Decline
5787,0.1211,544,Very High Risk,Decline
5788,0.0614,566,Very High Risk,Decline
5789,0.1133,546,Very High Risk,Decline
5790,0.4841,489,Very High Risk,Decline
5791,0.9286,413,Very High Risk,Decline
5792,0.0373,581,High Risk,Decline
5793,0.1025,550,Very High Risk,Decline
5794,0.0685,562,Very High Risk,Decline
5795,0.2362,521,Very High Risk,Decline
5796,0.8284,442,Very High Risk,Decline
5797,0.0774,559,Very High Risk,Decline
5798,0.1803,531,Very High Risk,Decline
5799,0.1059,549,Very High Risk,Decline
5800,0.5509,481,Very High Risk,Decline
5801,0.0324,585,High Risk,Decline
5802,0.0439,576,Very High Risk,Decline
5803,0.0992,551,Very High Risk,Decline
5804,0.2043,526,Very High Risk,Decline
5805,0.7397,457,Very High Risk,Decline
5806,0.119,545,Very High Risk,Decline
5807,0.1677,533,Very High Risk,Decline
5808,0.4943,488,Very High Risk,Decline
5809,0.2666,516,Very High Risk,Decline
5810,0.1214,544,Very High Risk,Decline
5811,0.1284,542,Very High Risk,Decline
5812,0.174,532,Very High Risk,Decline
5813,0.6033,475,Very High Risk,Decline
5814,0.1533,536,Very High Risk,Decline
5815,0.084,556,Very High Risk,Decline
5816,0.6195,473,Very High Risk,Decline
5817,0.4108,498,Very High Risk,Decline
5818,0.4078,498,Very High Risk,Decline
5819,0.0405,578,Very High Risk,Decline
5820,0.0452,575,Very High Risk,Decline
5821,0.1674,533,Very High Risk,Decline
5822,0.4048,498,Very High Risk,Decline
5823,0.2642,517,Very High Risk,Decline
5824,0.2794,514,Very High Risk,Decline
5825,0.125,543,Very High Risk,Decline
5826,0.069,562,Very High Risk,Decline
5827,0.6413,470,Very High Risk,Decline
5828,0.8611,434,Very High Risk,Decline
5829,0.3033,511,Very High Risk,Decline
5830,0.4057,498,Very High Risk,Decline
5831,0.2187,524,Very High Risk,Decline
5832,0.4124,497,Very High Risk,Decline
5833,0.5263,484,Very High Risk,Decline
5834,0.7593,454,Very High Risk,Decline
5835,0.2361,521,Very High Risk,Decline
5836,0.1669,534,Very High Risk,Decline
5837,0.1302,542,Very High Risk,Decline
5838,0.2845,514,Very High Risk,Decline
5839,0.0836,556,Very High Risk,Decline
5840,0.0989,551,Very High Risk,Decline
5841,0.1935,528,Very High Risk,Decline
5842,0.1604,535,Very High Risk,Decline
5843,0.1295,542,Very High Risk,Decline
5844,0.7489,456,Very High Risk,Decline
5845,0.1739,532,Very High Risk,Decline
5846,0.894,426,Very High Risk,Decline
5847,0.1209,544,Very High Risk,Decline
5848,0.6003,475,Very High Risk,Decline
5849,0.3773,502,Very High Risk,Decline
5850,0.1158,546,Very High Risk,Decline
5851,0.0498,572,Very High Risk,Decline
5852,0.5831,477,Very High Risk,Decline
5853,0.167,533,Very High Risk,Decline
5854,0.9191,417,Very High Risk,Decline
5855,0.3618,504,Very High Risk,Decline
5856,0.9624,394,Very High Risk,Decline
5857,0.0945,552,Very High Risk,Decline
5858,0.1778,531,Very High Risk,Decline
5859,0.7486,456,Very High Risk,Decline
5860,0.0644,564,Very High Risk,Decline
5861,0.1507,537,Very High Risk,Decline
5862,0.9026,423,Very High Risk,Decline
5863,0.2524,518,Very High Risk,Decline
5864,0.1131,547,Very High Risk,Decline
5865,0.049,573,Very High Risk,Decline
5866,0.7555,455,Very High Risk,Decline
5867,0.2156,524,Very High Risk,Decline
5868,0.7388,457,Very High Risk,Decline
5869,0.1475,538,Very High Risk,Decline
5870,0.4725,490,Very High Risk,Decline
5871,0.9368,409,Very High Risk,Decline
5872,0.6071,475,Very High Risk,Decline
5873,0.249,519,Very High Risk,Decline
